Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Season,Demand Factor
skincare,SKU91,91.76,58,36,3303.36,Female,50,21,19,6,Carrier A,12.47,Supplier 2,Delhi,21,292,16,18.46,Fail,4.201,Road,Route A,266.9,Fall,1.119805409867726
haircare,SKU93,23.21,51,9,208.89,Female,39,16,42,2,Carrier C,61.67,Supplier 1,Delhi,16,682,7,16.27,Fail,2.617,Air,Route C,421.64,Spring,1.0770204380872592
skincare,SKU56,48.52,60,7,339.64,Male,19,15,37,4,Carrier D,28.33,Supplier 3,Mumbai,15,403,20,48.7,Pass,1.439,Rail,Route A,428.73,Summer,1.5438030161039635
haircare,SKU66,17.97,94,84,1509.48,Non-binary,24,27,15,5,Carrier B,41.39,Supplier 2,Delhi,27,130,5,21.61,Pending,2.126,Road,Route A,317.54,Fall,0.9954769924464657
haircare,SKU88,38.82,144,76,2950.32,Non-binary,106,29,36,4,Carrier C,10.57,Supplier 1,Delhi,29,447,7,48.78,Pending,2.696,Air,Route A,484.75,Winter,1.3528729241916724
haircare,SKU84,43.53,193,151,6573.03,Male,157,18,13,7,Carrier A,7.47,Supplier 2,Delhi,18,765,11,18.61,Fail,3.95,Road,Route A,169.43,Winter,1.2939298680867302
skincare,SKU31,43.64,163,154,6720.56,Unknown,62,25,7,9,Carrier A,24.57,Supplier 3,Mumbai,25,720,6,42.13,Pass,1.249,Road,Route A,173.13,Summer,1.300498822698134
haircare,SKU10,37.96,42,34,1290.64,Unknown,33,22,32,8,Carrier A,28.42,Supplier 2,Bangalore,22,386,9,14.04,Pending,2.199,Road,Route A,215.85,Fall,0.9850135959280972
skincare,SKU91,39.23,186,136,5335.28,Female,151,21,35,2,Carrier C,33.35,Supplier 3,Bangalore,21,321,13,28.26,Pending,3.35,Air,Route A,347.65,Summer,1.5012506355759305
haircare,SKU45,26.09,113,6,156.54,Non-binary,98,13,29,6,Carrier E,25.06,Supplier 1,Bangalore,13,589,20,42.49,Fail,3.678,Rail,Route C,153.96,Spring,0.964489412632116
haircare,SKU49,8.11,186,175,1419.25,Unknown,151,22,9,5,Carrier C,94.25,Supplier 3,Mumbai,22,970,7,38.22,Pending,4.106,Air,Route A,292.83,Fall,1.1176863751562138
haircare,SKU30,14.83,15,12,177.96,Unknown,15,29,3,6,Carrier B,40.89,Supplier 1,Mumbai,29,589,8,34.73,Fail,3.952,Road,Route C,127.9,Spring,1.0699968852166173
haircare,SKU45,23.21,132,118,2738.78,Non-binary,114,18,42,5,Carrier C,37.5,Supplier 3,Mumbai,18,211,5,37.13,Pending,3.142,Air,Route C,192.38,Winter,1.249483411675625
haircare,SKU23,47.25,128,40,1890.0,Non-binary,81,27,18,7,Carrier A,37.44,Supplier 3,Mumbai,27,595,7,48.4,Pending,2.851,Road,Route B,132.05,Summer,1.5515766819638181
haircare,SKU93,39.19,165,62,2429.78,Male,72,14,42,9,Carrier A,10.07,Supplier 3,Delhi,14,627,14,47.52,Pending,4.622,Road,Route C,475.66,Summer,1.5905947258076418
skincare,SKU23,86.18,20,9,775.62,Non-binary,19,26,8,6,Carrier E,23.42,Supplier 1,Bangalore,26,863,15,45.81,Pass,0.338,Rail,Route C,373.22,Winter,1.42459657947296
skincare,SKU69,91.0,108,86,7826.0,Female,44,12,14,9,Carrier B,25.16,Supplier 2,Delhi,12,859,16,16.37,Pass,0.571,Road,Route A,242.91,Summer,1.540864162804446
haircare,SKU60,41.9,11,4,167.6,Male,11,28,5,1,Carrier C,89.34,Supplier 3,Mumbai,28,752,7,41.84,Pending,2.273,Air,Route A,338.23,Spring,0.8549543688547696
haircare,SKU63,5.38,50,18,96.84,Non-binary,20,9,13,6,Carrier A,39.3,Supplier 1,Mumbai,9,697,5,26.5,Pending,4.733,Road,Route C,283.6,Spring,1.0128438092877707
haircare,SKU41,49.4,177,21,1037.4,Non-binary,76,19,20,10,Carrier A,32.63,Supplier 1,Bangalore,19,173,9,34.61,Fail,3.463,Road,Route B,472.29,Fall,0.9207482681248366
skincare,SKU86,59.2,88,10,592.0,Unknown,13,12,24,3,Carrier C,40.63,Supplier 2,Delhi,12,984,14,49.32,Pending,2.411,Air,Route B,412.12,Fall,1.0067150050560492
haircare,SKU79,36.57,180,126,4607.82,Male,28,14,10,4,Carrier C,97.94,Supplier 3,Bangalore,14,726,7,22.25,Pass,1.31,Air,Route A,131.41,Summer,1.598719279416323
haircare,SKU97,43.04,41,40,1721.6,Female,22,29,35,5,Carrier A,36.55,Supplier 1,Delhi,29,581,7,14.41,Pass,1.212,Road,Route C,155.88,Summer,1.4203409677820045
skincare,SKU20,48.91,70,39,1907.49,Male,68,25,26,1,Carrier C,14.2,Supplier 2,Mumbai,25,275,12,35.31,Pending,4.226,Air,Route C,496.41,Summer,1.420263755380966
haircare,SKU100,23.41,108,102,2387.82,Non-binary,46,21,49,7,Carrier A,7.25,Supplier 1,Bangalore,21,105,14,36.34,Pass,1.611,Road,Route C,202.71,Fall,1.0403975467092978
skincare,SKU37,47.05,80,17,799.85,Male,11,28,44,9,Carrier B,38.86,Supplier 2,Bangalore,28,281,14,46.59,Pass,0.728,Road,Route A,120.9,Summer,1.486437201757598
haircare,SKU43,36.7,148,126,4624.2,Male,61,16,2,5,Carrier E,8.48,Supplier 2,Bangalore,16,575,9,48.3,Fail,4.353,Rail,Route B,237.09,Spring,0.8554659544187581
haircare,SKU31,38.93,63,35,1362.55,Non-binary,19,19,19,10,Carrier A,39.37,Supplier 1,Bangalore,19,633,19,16.62,Pass,1.173,Road,Route C,440.46,Winter,1.4764446368591984
haircare,SKU25,18.03,179,124,2235.72,Non-binary,79,21,50,7,Carrier D,27.7,Supplier 2,Delhi,21,878,17,13.08,Pending,3.125,Rail,Route A,498.12,Summer,1.5286481349280219
skincare,SKU56,81.79,74,35,2862.65,Unknown,51,12,43,5,Carrier D,33.07,Supplier 3,Delhi,12,174,10,47.31,Pending,2.34,Rail,Route A,380.01,Fall,0.9322388897237438
haircare,SKU44,48.03,111,12,576.36,Female,49,29,29,3,Carrier E,31.67,Supplier 1,Mumbai,29,877,15,30.43,Pending,2.571,Rail,Route C,302.68,Winter,1.3646505817912284
haircare,SKU0,26.29,127,106,2786.74,Male,116,7,33,1,Carrier C,42.31,Supplier 2,Mumbai,7,266,11,11.72,Pending,2.846,Air,Route A,202.03,Spring,0.8048584854530997
skincare,SKU8,38.37,160,111,4259.07,Non-binary,72,25,1,6,Carrier D,8.81,Supplier 2,Mumbai,25,582,8,41.73,Fail,2.144,Rail,Route C,289.61,Spring,1.0400197962636137
haircare,SKU22,36.42,125,35,1274.7,Non-binary,34,27,38,7,Carrier B,10.89,Supplier 2,Mumbai,27,255,14,25.81,Pass,0.8,Road,Route A,109.1,Spring,1.0936763215289405
skincare,SKU40,68.07,186,185,12592.95,Female,48,27,34,2,Carrier C,46.13,Supplier 3,Mumbai,27,790,7,16.58,Pending,2.26,Air,Route B,138.0,Fall,1.1044756859876677
skincare,SKU67,22.15,102,100,2215.0,Female,32,19,22,9,Carrier B,29.51,Supplier 1,Mumbai,19,282,8,49.08,Pass,0.365,Road,Route A,483.45,Summer,1.5086058631219683
haircare,SKU75,19.05,18,6,114.3,Non-binary,12,15,16,5,Carrier E,43.25,Supplier 1,Delhi,15,423,8,42.62,Pending,3.449,Rail,Route A,127.74,Fall,0.9504275252615086
haircare,SKU16,31.7,110,71,2250.7,Non-binary,104,13,43,1,Carrier C,37.66,Supplier 3,Delhi,13,589,19,48.84,Pass,1.416,Air,Route C,492.44,Spring,1.0435714314453421
skincare,SKU45,49.28,149,140,6899.2,Male,105,25,41,5,Carrier C,93.79,Supplier 2,Delhi,25,868,10,35.42,Pending,3.358,Air,Route A,430.15,Spring,0.9861682879459094
haircare,SKU38,37.05,148,65,2408.25,Unknown,75,24,16,4,Carrier C,33.58,Supplier 3,Mumbai,24,661,17,49.1,Pending,2.43,Air,Route C,108.31,Spring,1.062349269412628
haircare,SKU18,28.49,137,48,1367.52,Non-binary,112,27,14,7,Carrier B,33.75,Supplier 1,Delhi,27,859,17,34.69,Fail,4.232,Road,Route A,319.22,Spring,0.8818335773222967
haircare,SKU79,46.88,101,52,2437.76,Male,101,7,15,5,Carrier B,39.62,Supplier 2,Mumbai,7,844,11,16.35,Fail,3.398,Road,Route A,347.89,Winter,1.3207000778316476
skincare,SKU81,26.49,92,49,1298.01,Female,11,26,36,4,Carrier C,94.29,Supplier 3,Mumbai,26,305,14,47.5,Pending,3.681,Air,Route A,267.42,Spring,1.0112173001356806
skincare,SKU62,83.14,136,99,8230.86,Female,94,30,36,9,Carrier A,38.97,Supplier 2,Delhi,30,194,20,17.63,Pending,2.647,Road,Route A,254.11,Spring,0.9245654819983328
haircare,SKU94,7.61,21,3,22.83,Male,21,19,10,8,Carrier B,9.64,Supplier 2,Mumbai,19,419,10,27.88,Pass,0.921,Road,Route A,475.62,Summer,1.45955991874275
haircare,SKU63,47.9,87,2,95.8,Unknown,67,17,50,6,Carrier D,28.62,Supplier 1,Delhi,17,193,17,14.85,Pending,4.694,Rail,Route A,276.45,Fall,0.9469987907064137
haircare,SKU75,21.49,152,127,2729.23,Male,27,18,22,10,Carrier A,13.95,Supplier 3,Delhi,18,355,17,48.11,Pass,1.378,Road,Route B,182.67,Fall,0.9709007817141916
skincare,SKU70,98.5,94,41,4038.5,Male,32,29,4,8,Carrier B,7.08,Supplier 3,Mumbai,29,589,17,35.41,Fail,2.599,Road,Route C,247.12,Summer,1.5167328828617024
skincare,SKU59,63.09,119,119,7507.71,Male,17,10,11,4,Carrier E,9.36,Supplier 2,Delhi,10,931,11,28.53,Fail,3.5,Rail,Route A,339.0,Winter,1.4993508982475274
haircare,SKU49,5.25,34,20,105.0,Male,18,24,23,4,Carrier E,11.66,Supplier 2,Mumbai,24,444,17,19.7,Pending,4.167,Rail,Route A,325.91,Fall,0.9013874872691029
skincare,SKU38,64.75,103,82,5309.5,Unknown,76,23,3,1,Carrier C,64.45,Supplier 1,Delhi,23,506,18,22.62,Pending,3.252,Air,Route A,244.96,Summer,1.581386554981003
haircare,SKU70,48.58,59,50,2429.0,Female,14,27,1,5,Carrier C,64.91,Supplier 3,Delhi,27,749,17,43.14,Pass,0.924,Air,Route C,179.35,Fall,1.1687411198327802
haircare,SKU59,8.9,112,58,516.2,Male,48,13,49,2,Carrier C,59.24,Supplier 2,Delhi,13,960,15,12.3,Pending,3.254,Air,Route B,125.58,Winter,1.3240809395408488
haircare,SKU1,17.92,122,50,896.0,Non-binary,69,25,19,7,Carrier A,9.61,Supplier 2,Mumbai,25,160,16,43.15,Pass,0.364,Road,Route C,288.49,Winter,1.4389418251639654
haircare,SKU94,38.47,148,147,5655.09,Non-binary,19,10,50,9,Carrier B,25.21,Supplier 2,Bangalore,10,428,12,32.53,Pending,4.188,Road,Route C,261.21,Spring,0.8726879559233768
haircare,SKU99,34.32,148,122,4187.04,Unknown,104,30,10,4,Carrier D,19.19,Supplier 3,Bangalore,30,241,7,38.2,Fail,2.142,Rail,Route B,125.43,Fall,1.0382508329282594
haircare,SKU90,25.71,83,66,1696.86,Female,53,24,46,3,Carrier E,6.5,Supplier 2,Mumbai,24,159,5,10.55,Pass,1.79,Rail,Route A,261.51,Spring,0.8206277453444059
skincare,SKU35,43.87,126,84,3685.08,Female,13,11,34,5,Carrier E,7.04,Supplier 3,Bangalore,11,767,9,41.27,Pending,2.495,Rail,Route A,295.84,Fall,0.9515685305279848
skincare,SKU82,30.52,179,59,1800.68,Unknown,82,10,2,9,Carrier A,46.08,Supplier 1,Mumbai,10,698,7,45.12,Pass,1.206,Road,Route B,193.15,Summer,1.4004068574071824
skincare,SKU71,82.41,32,32,2637.12,Non-binary,13,28,8,1,Carrier C,12.71,Supplier 2,Bangalore,28,382,8,31.3,Fail,3.339,Air,Route B,491.81,Winter,1.324161346309731
haircare,SKU97,31.11,28,27,839.97,Non-binary,21,25,3,4,Carrier C,33.04,Supplier 3,Delhi,25,935,16,14.63,Pass,0.341,Air,Route B,378.75,Summer,1.3929004519234598
skincare,SKU33,39.72,57,24,953.28,Non-binary,20,28,47,8,Carrier A,37.28,Supplier 1,Bangalore,28,968,7,38.05,Pending,2.679,Road,Route B,117.35,Spring,1.0071854680766574
haircare,SKU20,12.01,81,52,624.52,Non-binary,56,16,32,4,Carrier C,94.87,Supplier 3,Bangalore,16,642,18,22.01,Pending,4.505,Air,Route C,241.2,Winter,1.4375778693773182
haircare,SKU96,17.93,76,40,717.2,Non-binary,32,14,43,3,Carrier E,33.61,Supplier 2,Delhi,14,102,7,27.94,Pass,0.829,Rail,Route C,160.5,Fall,0.9696582967445341
skincare,SKU71,67.93,171,107,7268.51,Male,110,20,5,8,Carrier B,37.94,Supplier 3,Bangalore,20,816,8,42.28,Fail,2.563,Road,Route A,488.15,Winter,1.2152405742067653
skincare,SKU28,63.86,24,1,63.86,Unknown,10,29,14,7,Carrier A,23.41,Supplier 3,Mumbai,29,876,12,16.07,Pass,0.809,Road,Route B,208.3,Summer,1.468866790369155
haircare,SKU79,26.62,22,19,505.78,Female,12,8,16,3,Carrier D,49.68,Supplier 3,Mumbai,8,864,6,37.23,Fail,2.916,Rail,Route C,145.09,Winter,1.4875156740035966
skincare,SKU17,77.37,174,101,7814.37,Non-binary,43,17,45,7,Carrier E,47.21,Supplier 1,Delhi,17,209,6,49.14,Pass,0.889,Rail,Route A,264.38,Winter,1.392255077348009
haircare,SKU75,22.79,67,10,227.9,Female,62,25,31,5,Carrier C,27.24,Supplier 1,Bangalore,25,268,12,27.73,Pending,2.268,Air,Route A,306.87,Summer,1.3478019901026315
haircare,SKU60,18.55,108,12,222.6,Non-binary,71,25,11,5,Carrier D,41.12,Supplier 2,Mumbai,25,533,18,45.07,Pass,1.685,Rail,Route B,496.14,Winter,1.2158509734344851
skincare,SKU22,56.02,142,97,5433.94,Non-binary,99,21,36,4,Carrier D,49.53,Supplier 3,Mumbai,21,305,11,47.8,Pending,2.141,Rail,Route B,217.53,Winter,1.4826775893457187
haircare,SKU6,30.63,111,103,3154.89,Unknown,72,15,44,3,Carrier D,33.25,Supplier 1,Mumbai,15,133,7,35.81,Pending,3.044,Rail,Route B,191.58,Winter,1.2062923748140766
skincare,SKU22,58.63,13,3,175.89,Non-binary,12,7,2,5,Carrier E,8.09,Supplier 2,Delhi,7,689,5,47.89,Pending,3.73,Rail,Route C,299.45,Spring,0.8447473587556771
skincare,SKU38,34.84,40,7,243.88,Non-binary,27,22,28,8,Carrier B,40.25,Supplier 3,Bangalore,22,856,8,33.76,Pending,4.153,Road,Route B,443.71,Spring,0.9655749287553328
haircare,SKU55,40.96,82,57,2334.72,Male,38,28,23,10,Carrier A,25.71,Supplier 2,Delhi,28,957,8,30.0,Pending,2.094,Road,Route B,141.14,Winter,1.447350816909425
skincare,SKU35,98.5,132,112,11032.0,Non-binary,63,25,25,3,Carrier C,29.37,Supplier 1,Mumbai,25,896,8,35.7,Fail,2.354,Air,Route B,458.65,Fall,1.0491968048094367
skincare,SKU75,80.68,56,5,403.4,Male,48,30,23,2,Carrier C,80.69,Supplier 2,Bangalore,30,371,12,19.74,Fail,3.745,Air,Route A,198.72,Winter,1.3310842967302174
haircare,SKU97,45.78,165,51,2334.78,Male,122,14,13,5,Carrier B,28.87,Supplier 1,Delhi,14,544,6,47.83,Fail,2.728,Road,Route C,361.64,Winter,1.377161787346507
skincare,SKU4,39.55,61,51,2017.05,Female,12,25,14,5,Carrier C,51.9,Supplier 3,Delhi,25,594,19,14.16,Pass,1.642,Air,Route A,375.89,Fall,1.141843392911839
skincare,SKU28,32.55,158,31,1009.05,Female,79,14,5,5,Carrier C,35.28,Supplier 3,Mumbai,14,263,6,22.66,Fail,3.533,Air,Route C,117.39,Spring,0.9253691299039527
skincare,SKU98,72.84,21,11,801.24,Male,21,7,10,9,Carrier B,41.77,Supplier 1,Delhi,7,970,6,35.97,Pass,1.605,Road,Route A,197.12,Fall,1.1817811962741884
skincare,SKU61,44.66,21,15,669.9,Non-binary,11,20,15,7,Carrier D,33.28,Supplier 1,Mumbai,20,402,10,39.63,Pending,4.925,Rail,Route B,307.18,Fall,1.0107979149851825
skincare,SKU33,73.31,91,63,4618.53,Female,84,13,7,9,Carrier B,7.18,Supplier 3,Delhi,13,214,5,11.06,Pass,1.804,Road,Route A,148.86,Summer,1.5634109001720804
skincare,SKU31,70.06,172,27,1891.62,Unknown,27,26,12,7,Carrier A,38.69,Supplier 3,Delhi,26,447,13,47.25,Fail,2.229,Road,Route C,316.11,Summer,1.435287020734862
skincare,SKU64,23.19,60,26,602.94,Non-binary,45,12,9,6,Carrier E,45.83,Supplier 2,Bangalore,12,764,10,23.96,Pass,0.611,Rail,Route A,373.8,Winter,1.4460876633075874
haircare,SKU45,47.74,78,78,3723.72,Male,25,10,39,6,Carrier D,36.9,Supplier 3,Bangalore,10,792,13,21.89,Pending,4.502,Rail,Route C,298.71,Fall,1.0485176892538857
skincare,SKU28,45.31,124,92,4168.52,Non-binary,72,10,29,4,Carrier E,45.7,Supplier 1,Mumbai,10,428,8,16.96,Pass,0.79,Rail,Route C,149.6,Fall,0.9110549047330094
skincare,SKU48,68.16,146,84,5725.44,Female,89,30,37,9,Carrier B,34.78,Supplier 1,Bangalore,30,946,5,26.36,Pending,4.179,Road,Route A,271.64,Winter,1.4165887026414192
haircare,SKU87,17.88,75,55,983.4,Female,34,20,2,2,Carrier C,60.92,Supplier 3,Delhi,20,916,12,36.65,Pending,2.841,Air,Route B,204.49,Spring,0.8714122885254605
haircare,SKU53,10.67,116,106,1131.02,Non-binary,102,20,18,9,Carrier A,13.9,Supplier 3,Delhi,20,865,9,30.98,Pass,1.269,Road,Route A,411.24,Winter,1.3675723904084922
skincare,SKU2,97.62,58,53,5173.86,Male,17,29,10,4,Carrier E,47.58,Supplier 1,Bangalore,29,360,20,37.46,Pass,1.249,Rail,Route C,306.02,Fall,1.0538420869566578
skincare,SKU58,44.38,19,4,177.52,Female,10,11,18,4,Carrier C,52.34,Supplier 1,Delhi,11,155,9,32.14,Pending,4.498,Air,Route B,450.32,Summer,1.555537075612476
skincare,SKU13,55.23,13,2,110.46,Female,10,25,11,10,Carrier B,35.88,Supplier 3,Delhi,25,668,17,22.54,Fail,3.69,Road,Route C,302.35,Winter,1.4943234682788105
skincare,SKU80,52.85,200,147,7768.95,Female,143,28,5,5,Carrier C,45.66,Supplier 1,Mumbai,28,769,15,31.62,Pass,0.989,Air,Route B,203.37,Winter,1.309461044273225
skincare,SKU64,40.65,157,74,3008.1,Female,20,10,2,5,Carrier A,32.57,Supplier 3,Bangalore,10,236,17,49.86,Pending,4.691,Road,Route C,314.27,Spring,1.071424795688054
skincare,SKU98,67.16,168,54,3626.64,Unknown,140,19,2,10,Carrier B,7.77,Supplier 2,Delhi,19,211,9,29.74,Pass,0.827,Road,Route A,219.85,Spring,0.9967335100505255
skincare,SKU93,55.35,126,101,5590.35,Female,46,9,44,1,Carrier C,81.72,Supplier 3,Delhi,9,114,18,45.01,Pass,0.834,Air,Route B,296.19,Fall,0.944025673770912
haircare,SKU65,19.53,113,33,644.49,Male,28,9,8,2,Carrier C,86.65,Supplier 2,Bangalore,9,115,11,40.14,Pass,0.742,Air,Route C,233.3,Fall,1.175317019072295
skincare,SKU81,94.99,39,36,3419.64,Female,19,24,32,3,Carrier E,18.65,Supplier 1,Bangalore,24,248,11,28.58,Fail,4.202,Rail,Route B,411.85,Fall,1.1125897295196936
skincare,SKU30,24.68,13,4,98.72,Male,13,20,7,5,Carrier B,25.28,Supplier 2,Delhi,20,165,17,19.35,Pending,3.335,Road,Route C,478.4,Fall,1.060561931034798
haircare,SKU59,21.33,43,22,469.26,Unknown,21,17,9,3,Carrier E,15.18,Supplier 2,Bangalore,17,971,12,36.52,Pass,0.604,Rail,Route A,360.32,Winter,1.3879645692671065
skincare,SKU14,49.28,148,45,2217.6,Non-binary,122,14,5,1,Carrier C,46.54,Supplier 2,Bangalore,14,345,15,34.43,Pass,1.189,Air,Route C,243.91,Spring,0.8165468769253191
haircare,SKU1,23.65,74,29,685.85,Non-binary,74,7,4,5,Carrier D,30.02,Supplier 3,Bangalore,7,274,10,25.47,Fail,2.907,Rail,Route C,495.82,Spring,0.9974564035503237
haircare,SKU0,40.34,92,59,2380.06,Non-binary,87,25,9,1,Carrier C,99.77,Supplier 3,Mumbai,25,582,12,44.9,Pending,4.899,Air,Route A,187.18,Fall,1.1414613213316191
haircare,SKU71,14.33,62,3,42.99,Male,34,27,28,6,Carrier A,36.77,Supplier 1,Mumbai,27,717,13,24.74,Pass,1.247,Road,Route C,434.6,Winter,1.2020942065019649
haircare,SKU0,14.89,65,29,431.81,Unknown,55,25,31,5,Carrier A,8.53,Supplier 2,Bangalore,25,205,15,27.52,Fail,4.008,Road,Route B,124.22,Summer,1.4205544344177308
haircare,SKU29,33.22,122,32,1063.04,Unknown,94,12,4,6,Carrier A,34.28,Supplier 1,Bangalore,12,119,9,18.41,Fail,4.11,Road,Route A,431.31,Fall,1.1166055518265783
haircare,SKU36,26.49,63,49,1298.01,Female,24,30,42,5,Carrier A,19.62,Supplier 1,Delhi,30,494,17,42.07,Pass,0.422,Road,Route B,136.9,Summer,1.3893080770867576
haircare,SKU85,48.54,46,17,825.18,Female,40,12,10,9,Carrier A,27.21,Supplier 1,Delhi,12,634,8,41.65,Pending,3.366,Road,Route A,375.86,Fall,1.0609885786770632
skincare,SKU5,72.25,159,159,11487.75,Unknown,133,16,6,3,Carrier E,18.3,Supplier 1,Bangalore,16,868,5,45.31,Pending,4.636,Rail,Route A,314.54,Spring,0.853667641160164
skincare,SKU48,43.15,148,61,2632.15,Female,139,19,11,3,Carrier E,24.45,Supplier 3,Mumbai,19,983,18,27.93,Pending,2.822,Rail,Route A,333.25,Summer,1.3451232993093092
skincare,SKU39,87.56,115,15,1313.4,Male,44,25,30,7,Carrier E,36.95,Supplier 1,Bangalore,25,559,16,29.64,Fail,2.037,Rail,Route C,204.52,Summer,1.4424008997477242
skincare,SKU76,69.86,98,79,5518.94,Non-binary,15,14,8,7,Carrier B,18.94,Supplier 3,Mumbai,14,461,6,41.28,Pending,2.544,Road,Route A,147.28,Winter,1.3067948379376404
haircare,SKU10,26.41,86,57,1505.37,Female,52,8,11,6,Carrier D,9.52,Supplier 3,Delhi,8,711,15,28.2,Fail,4.202,Rail,Route B,487.48,Summer,1.4491341842073724
haircare,SKU68,38.15,192,97,3700.55,Male,63,17,43,9,Carrier B,47.04,Supplier 2,Mumbai,17,245,12,18.74,Fail,2.554,Road,Route A,447.12,Summer,1.5575268524001313
skincare,SKU6,92.66,82,77,7134.82,Male,76,21,12,5,Carrier C,65.36,Supplier 1,Delhi,21,510,20,26.21,Fail,4.371,Air,Route B,355.58,Fall,1.0368113304277484
haircare,SKU19,8.3,184,132,1095.6,Male,155,7,46,3,Carrier D,19.02,Supplier 2,Bangalore,7,691,6,39.98,Pending,4.677,Rail,Route C,134.61,Fall,1.0387574069261793
skincare,SKU12,66.34,165,63,4179.42,Male,39,15,11,3,Carrier C,99.61,Supplier 3,Bangalore,15,432,10,13.02,Pending,4.481,Air,Route C,361.56,Summer,1.3877740419836873
skincare,SKU69,63.8,96,59,3764.2,Non-binary,61,15,19,1,Carrier C,30.34,Supplier 3,Delhi,15,459,16,46.37,Pending,3.316,Air,Route B,187.85,Spring,0.8367030537600717
haircare,SKU53,46.06,176,64,2947.84,Female,143,30,29,2,Carrier C,15.18,Supplier 1,Bangalore,30,103,7,31.45,Fail,4.408,Air,Route A,408.6,Summer,1.506461782479089
haircare,SKU23,44.97,131,61,2743.17,Female,42,23,17,5,Carrier D,39.91,Supplier 3,Delhi,23,851,11,33.73,Pass,0.659,Rail,Route C,252.27,Winter,1.2681933612166303
skincare,SKU12,25.57,41,15,383.55,Non-binary,32,23,27,7,Carrier E,6.1,Supplier 2,Bangalore,23,897,16,29.1,Pending,3.456,Rail,Route A,302.8,Winter,1.2983983931147849
haircare,SKU44,44.45,106,11,488.95,Male,106,21,49,5,Carrier D,21.87,Supplier 1,Delhi,21,503,6,29.28,Pending,3.702,Rail,Route A,325.99,Spring,0.8005862853350401
skincare,SKU30,24.54,15,3,73.62,Male,11,27,13,5,Carrier C,13.33,Supplier 1,Bangalore,27,890,18,25.25,Pending,3.056,Air,Route B,454.72,Fall,1.0143401567468238
haircare,SKU18,5.29,148,89,470.81,Male,107,18,29,4,Carrier E,21.29,Supplier 1,Bangalore,18,706,17,38.28,Pending,4.093,Rail,Route B,341.65,Summer,1.397942581573258
haircare,SKU69,42.54,120,83,3530.82,Female,74,23,10,6,Carrier E,48.94,Supplier 1,Bangalore,23,837,12,13.75,Pending,3.698,Rail,Route A,262.2,Fall,1.1131851306652187
skincare,SKU91,55.68,154,94,5233.92,Female,123,7,41,3,Carrier D,46.3,Supplier 3,Delhi,7,233,20,39.22,Fail,4.668,Rail,Route B,432.04,Summer,1.5050088047363066
haircare,SKU58,7.41,162,8,59.28,Female,36,29,46,4,Carrier C,77.27,Supplier 2,Mumbai,29,492,15,23.17,Pending,2.067,Air,Route C,372.43,Spring,1.0706221286041697
skincare,SKU39,63.78,148,131,8355.18,Female,56,12,25,9,Carrier A,17.87,Supplier 1,Bangalore,12,954,8,33.59,Pending,4.864,Road,Route A,151.53,Fall,1.0753613369085586
haircare,SKU83,32.52,181,1,32.52,Non-binary,127,17,20,6,Carrier A,43.79,Supplier 1,Delhi,17,570,18,24.51,Fail,4.172,Road,Route B,382.04,Summer,1.5566462006176276
skincare,SKU37,84.34,191,52,4385.68,Unknown,177,20,10,4,Carrier C,52.43,Supplier 3,Delhi,20,977,5,46.14,Pass,0.167,Air,Route B,182.93,Fall,1.040804529913208
skincare,SKU77,22.64,173,93,2105.52,Non-binary,21,26,35,4,Carrier D,42.32,Supplier 3,Mumbai,26,534,14,29.78,Fail,4.39,Rail,Route C,443.86,Winter,1.4950395396979648
skincare,SKU12,26.59,196,19,505.21,Unknown,106,21,2,3,Carrier C,29.34,Supplier 1,Delhi,21,485,16,46.74,Fail,3.018,Air,Route C,421.59,Summer,1.5043789913236358
haircare,SKU51,38.8,192,98,3802.4,Non-binary,177,28,36,5,Carrier E,46.95,Supplier 1,Bangalore,28,391,10,16.07,Fail,4.453,Rail,Route B,362.84,Summer,1.408527099768575
skincare,SKU1,54.74,67,51,2791.74,Non-binary,58,11,40,2,Carrier C,32.07,Supplier 2,Mumbai,11,101,5,40.81,Pass,0.055,Air,Route C,252.58,Fall,0.9716192437687416
haircare,SKU84,19.56,33,23,449.88,Non-binary,26,30,13,1,Carrier C,82.11,Supplier 3,Bangalore,30,676,12,35.72,Fail,3.247,Air,Route A,184.73,Summer,1.5653260737603722
skincare,SKU92,70.63,88,64,4520.32,Unknown,83,8,22,6,Carrier D,34.77,Supplier 3,Mumbai,8,769,9,46.75,Fail,4.999,Rail,Route A,331.94,Fall,0.9444217161445658
haircare,SKU37,41.41,10,4,165.64,Female,10,12,4,6,Carrier D,45.42,Supplier 2,Bangalore,12,619,13,16.42,Pending,3.317,Rail,Route A,269.55,Fall,1.0129661536248045
haircare,SKU21,15.78,20,15,236.7,Female,15,11,15,3,Carrier C,12.16,Supplier 1,Bangalore,11,982,18,28.43,Fail,4.633,Air,Route B,451.23,Fall,0.9573884114289432
skincare,SKU83,71.08,42,18,1279.44,Female,11,12,8,3,Carrier C,99.31,Supplier 3,Delhi,12,131,15,46.23,Pending,4.876,Air,Route C,402.19,Winter,1.3985839917221394
