Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Season,Demand Factor
skincare,SKU10,56.81,124,49.0,7.931891835573441,Non-binary,4.8283137373023015,8,23,6,Carrier E,29.97,Supplier 1,Bangalore,189,7,14.48,Fail,2.201,Rail,Route B,269.29,Fall,1.0111580439512229
skincare,SKU94,32.26,15,11.0,5.87453739507869,Male,2.4849066497880004,17,13,10,Carrier A,48.71,Supplier 2,Bangalore,138,20,45.24,Pass,0.489,Road,Route A,114.79,Winter,1.3262951598199435
haircare,SKU56,39.14,147,137.0,8.58731236172381,Non-binary,3.1354942159291497,15,20,1,Carrier C,71.46,Supplier 1,Bangalore,340,10,49.2,Pending,3.75,Air,Route B,487.71,Summer,1.5089060783991526
skincare,SKU77,64.44,117,117.0,8.928041119453214,Female,3.2188758248682006,23,5,6,Carrier D,40.55,Supplier 1,Mumbai,400,13,19.92,Pass,0.223,Rail,Route B,236.58,Summer,1.5969945481425372
haircare,SKU6,25.06,21,1.0,3.260401571696699,Female,2.6390573296152584,9,3,3,Carrier C,14.93,Supplier 3,Delhi,261,10,35.63,Pending,3.474,Air,Route A,143.13,Fall,1.1868673164111117
haircare,SKU30,17.9,86,47.0,6.736136245321318,Male,4.454347296253507,7,25,1,Carrier C,65.19,Supplier 3,Mumbai,475,10,38.46,Pass,0.54,Air,Route C,172.54,Summer,1.506162877584678
skincare,SKU71,70.17,108,47.0,8.101371640002405,Non-binary,4.6913478822291435,21,9,6,Carrier D,9.14,Supplier 2,Mumbai,275,20,37.28,Pass,0.03,Rail,Route B,450.25,Spring,0.8299970552796793
skincare,SKU33,96.66,115,88.0,9.048654036951886,Female,4.59511985013459,21,32,10,Carrier A,30.8,Supplier 3,Bangalore,785,20,39.08,Fail,3.419,Road,Route C,208.3,Spring,1.0012003727781509
skincare,SKU62,80.01,152,95.0,8.936160072311042,Female,4.330733340286331,20,42,8,Carrier B,42.95,Supplier 2,Delhi,108,17,31.52,Fail,4.642,Road,Route C,309.19,Summer,1.5651011847830962
skincare,SKU26,56.2,63,19.0,6.974291802782381,Male,3.6888794541139363,27,38,5,Carrier A,37.11,Supplier 2,Mumbai,997,17,32.55,Pending,2.454,Road,Route A,350.03,Summer,1.4806367141424153
skincare,SKU91,86.18,24,15.0,7.165261608923856,Male,3.2188758248682006,7,15,4,Carrier C,96.79,Supplier 1,Bangalore,832,11,45.79,Fail,2.991,Air,Route B,308.7,Winter,1.4751507109195223
haircare,SKU21,33.67,169,168.0,8.64074798284253,Male,4.762173934797756,26,11,4,Carrier E,44.24,Supplier 3,Mumbai,647,13,28.72,Pending,2.282,Rail,Route A,390.91,Winter,1.3599829164800976
haircare,SKU38,38.54,122,27.0,6.94849407004108,Non-binary,3.4965075614664802,15,14,9,Carrier B,37.18,Supplier 3,Delhi,638,16,36.23,Fail,4.989,Road,Route B,453.44,Winter,1.2097566191456086
skincare,SKU53,49.95,110,68.0,8.13082457899906,Unknown,4.0943445622221,27,28,7,Carrier B,16.93,Supplier 2,Mumbai,833,20,45.88,Pass,0.428,Road,Route C,436.87,Winter,1.365346912816703
haircare,SKU29,31.06,186,88.0,7.913623426085289,Unknown,4.962844630259907,13,17,7,Carrier E,44.98,Supplier 3,Bangalore,139,5,15.58,Fail,2.319,Rail,Route B,156.53,Fall,1.084028615546066
haircare,SKU4,21.02,93,19.0,5.992414096143571,Non-binary,4.454347296253507,15,41,7,Carrier E,16.91,Supplier 1,Mumbai,583,13,33.96,Fail,3.159,Rail,Route C,495.89,Spring,0.8928844286909275
skincare,SKU0,58.94,147,145.0,9.053370722585127,Male,3.5553480614894135,12,21,5,Carrier A,6.87,Supplier 1,Mumbai,391,8,32.23,Pending,4.034,Road,Route A,352.66,Winter,1.444041485611612
skincare,SKU62,92.72,25,2.0,5.22810947150454,Non-binary,3.2188758248682006,28,3,9,Carrier A,31.86,Supplier 1,Bangalore,488,5,12.2,Fail,2.421,Road,Route A,154.87,Spring,0.84402908382674
haircare,SKU91,5.39,105,23.0,4.828073708497692,Non-binary,4.454347296253507,14,42,6,Carrier A,7.25,Supplier 1,Delhi,102,5,35.7,Pending,3.37,Road,Route C,161.71,Spring,1.0098461581584866
haircare,SKU91,20.38,177,101.0,7.630160245609018,Female,3.332204510175204,8,16,6,Carrier E,45.61,Supplier 1,Mumbai,324,6,19.14,Pass,1.679,Rail,Route B,290.47,Winter,1.357098588595104
haircare,SKU71,6.12,59,27.0,5.113432527350917,Non-binary,3.970291913552122,28,13,4,Carrier C,53.53,Supplier 3,Delhi,313,15,16.96,Pass,1.542,Air,Route B,220.34,Fall,1.049325627854369
haircare,SKU80,21.16,172,33.0,6.550051234272233,Unknown,3.828641396489095,20,12,4,Carrier C,74.72,Supplier 1,Delhi,638,16,49.98,Pass,1.885,Air,Route C,346.11,Summer,1.3427710780131554
haircare,SKU27,11.55,63,39.0,6.112464624753488,Male,4.0943445622221,15,17,8,Carrier B,49.22,Supplier 2,Delhi,753,20,23.79,Fail,2.664,Road,Route B,116.51,Summer,1.5711417560514032
skincare,SKU77,22.93,158,36.0,6.71717571854119,Male,4.74493212836325,14,21,9,Carrier A,7.93,Supplier 3,Bangalore,843,18,19.85,Pass,1.117,Road,Route C,228.51,Winter,1.4095994670008214
haircare,SKU57,48.39,143,20.0,6.876058192238882,Non-binary,4.499809670330265,8,17,1,Carrier C,28.6,Supplier 1,Bangalore,448,9,15.38,Pending,4.188,Air,Route A,487.63,Fall,0.9049236116825126
skincare,SKU25,63.98,148,46.0,7.9875516533926065,Female,3.7612001156935624,19,36,10,Carrier A,29.72,Supplier 1,Mumbai,562,15,27.08,Fail,4.171,Road,Route A,190.8,Winter,1.4615901282684425
skincare,SKU37,88.86,82,17.0,7.3209372024013,Non-binary,3.4965075614664802,12,17,3,Carrier D,48.86,Supplier 3,Bangalore,505,20,17.3,Pending,3.67,Rail,Route B,147.35,Fall,1.102347620882594
haircare,SKU58,34.0,182,107.0,8.19946419761216,Unknown,4.736198448394496,22,49,6,Carrier D,13.51,Supplier 2,Delhi,168,5,25.17,Pending,3.091,Rail,Route A,181.62,Spring,1.045764562043003
haircare,SKU5,14.26,17,1.0,2.725235025856311,Male,2.833213344056216,10,14,5,Carrier E,13.56,Supplier 2,Delhi,589,5,22.16,Pass,1.613,Rail,Route B,310.71,Winter,1.4116542012936268
skincare,SKU22,46.83,153,152.0,8.870545019918035,Unknown,4.442651256490317,28,19,8,Carrier B,5.09,Supplier 2,Mumbai,684,8,18.62,Fail,2.837,Road,Route A,476.11,Spring,0.8294916800982999
skincare,SKU30,52.38,99,65.0,8.133205777484303,Non-binary,2.3978952727983707,15,30,3,Carrier D,42.73,Supplier 3,Mumbai,172,6,26.23,Fail,3.317,Rail,Route B,308.76,Summer,1.505502356639228
haircare,SKU13,33.31,78,44.0,7.29072934925477,Male,3.6375861597263857,25,37,5,Carrier A,34.4,Supplier 1,Delhi,940,20,22.27,Pass,1.845,Road,Route A,442.9,Summer,1.3391010648963722
haircare,SKU58,46.97,190,86.0,8.304103925947729,Non-binary,3.58351893845611,15,3,4,Carrier D,45.49,Supplier 3,Bangalore,854,5,34.42,Fail,3.971,Rail,Route B,190.39,Fall,0.9261524680955938
skincare,SKU59,85.33,115,25.0,7.665870575890416,Female,3.2188758248682006,11,11,7,Carrier D,45.85,Supplier 2,Bangalore,207,6,27.44,Pending,3.933,Rail,Route A,429.44,Winter,1.2374260321020336
haircare,SKU21,26.06,81,19.0,6.206858144962131,Female,4.189654742026425,10,46,4,Carrier C,23.78,Supplier 3,Delhi,106,16,43.31,Fail,4.082,Air,Route B,180.25,Summer,1.4840447234539835
haircare,SKU61,10.25,122,9.0,4.535284058523925,Female,3.9318256327243257,22,30,7,Carrier E,25.14,Supplier 2,Delhi,471,17,49.92,Pending,4.163,Rail,Route C,152.63,Winter,1.3320757501129896
haircare,SKU37,22.02,149,93.0,7.625038819891882,Male,4.394449154672439,20,50,9,Carrier A,27.45,Supplier 3,Mumbai,349,10,41.33,Pass,1.117,Road,Route C,235.22,Summer,1.4160441669707984
skincare,SKU31,64.36,22,12.0,6.650692934464302,Female,2.4849066497880004,8,15,9,Carrier B,14.09,Supplier 2,Delhi,870,18,11.42,Pass,1.555,Road,Route A,393.47,Summer,1.4230918710029905
skincare,SKU73,80.08,27,17.0,7.216973768964443,Male,2.4849066497880004,17,23,8,Carrier B,33.62,Supplier 2,Bangalore,624,6,28.89,Pass,0.886,Road,Route B,212.63,Summer,1.521860195492746
haircare,SKU94,10.65,29,26.0,5.627261336748458,Male,2.833213344056216,9,7,2,Carrier C,69.55,Supplier 1,Bangalore,206,18,22.06,Fail,2.029,Air,Route C,256.93,Winter,1.2843670977854755
haircare,SKU87,10.64,78,60.0,6.460530236625741,Unknown,3.367295829986474,20,20,6,Carrier A,13.75,Supplier 2,Delhi,814,10,26.52,Fail,2.843,Road,Route B,273.29,Summer,1.4746957511789531
skincare,SKU34,91.6,109,73.0,8.808040250011175,Female,4.543294782270004,23,42,6,Carrier A,24.01,Supplier 2,Delhi,873,6,45.1,Fail,2.584,Road,Route C,104.87,Fall,1.1804660044414608
skincare,SKU8,41.37,185,148.0,8.719931565937776,Female,4.762173934797756,25,44,9,Carrier B,21.22,Supplier 1,Delhi,492,11,40.24,Fail,3.713,Road,Route A,443.77,Winter,1.2962009435073245
haircare,SKU69,44.98,141,111.0,8.515948417005927,Non-binary,4.060443010546419,11,47,8,Carrier B,9.25,Supplier 3,Bangalore,640,17,37.24,Pending,3.03,Road,Route B,344.61,Summer,1.5817493835996534
haircare,SKU59,22.36,137,105.0,7.761659838420196,Unknown,4.543294782270004,12,37,1,Carrier C,78.96,Supplier 2,Bangalore,440,19,39.75,Pending,2.966,Air,Route C,142.71,Summer,1.4503172678271423
haircare,SKU56,21.38,92,2.0,3.7787201581137255,Male,4.127134385045092,30,42,8,Carrier A,37.21,Supplier 3,Delhi,835,17,31.81,Pending,3.647,Road,Route C,271.9,Winter,1.3707568549999556
haircare,SKU10,49.38,194,147.0,8.890115823886351,Non-binary,5.10594547390058,15,13,6,Carrier D,25.8,Supplier 1,Mumbai,741,16,35.35,Pending,3.999,Rail,Route A,401.08,Spring,1.0896835444391515
skincare,SKU99,48.01,16,7.0,5.820290623916091,Female,2.5649493574615367,9,1,8,Carrier A,18.86,Supplier 1,Mumbai,451,7,41.22,Pending,2.211,Road,Route A,465.62,Summer,1.58822259008154
haircare,SKU46,49.64,120,1.0,3.9247417778359206,Non-binary,2.833213344056216,10,30,5,Carrier B,30.58,Supplier 2,Delhi,336,14,20.75,Fail,4.92,Road,Route C,490.95,Spring,0.9575907474325328
haircare,SKU24,19.94,167,90.0,7.493094506907777,Male,3.58351893845611,26,42,1,Carrier C,54.41,Supplier 1,Bangalore,815,19,10.02,Pass,1.477,Air,Route C,349.06,Summer,1.451208112711918
skincare,SKU57,71.92,147,139.0,9.210128349501007,Female,3.871201010907891,7,25,5,Carrier D,36.01,Supplier 2,Mumbai,970,12,43.29,Pending,4.502,Rail,Route A,396.58,Winter,1.3334907134532044
skincare,SKU45,63.85,193,105.0,8.810646080628443,Male,5.030437921392435,16,33,5,Carrier D,49.31,Supplier 3,Mumbai,634,6,38.68,Pending,2.339,Rail,Route C,466.82,Spring,0.8016601179843077
haircare,SKU38,47.48,28,8.0,5.94237933941749,Non-binary,3.091042453358316,11,27,5,Carrier D,47.66,Supplier 3,Bangalore,991,17,37.31,Pending,4.483,Rail,Route B,257.62,Fall,1.125220595773437
haircare,SKU41,11.61,104,58.0,6.513793750257388,Female,4.0943445622221,30,26,9,Carrier A,11.27,Supplier 2,Bangalore,525,6,25.88,Fail,2.142,Road,Route A,334.6,Spring,0.9739775589958232
haircare,SKU34,43.44,12,7.0,5.720574037296037,Female,2.5649493574615367,25,9,2,Carrier C,17.32,Supplier 2,Bangalore,401,18,26.97,Pending,4.513,Air,Route A,183.27,Spring,1.018728252044668
skincare,SKU38,32.18,29,11.0,5.8720614498602,Male,3.1354942159291497,29,18,2,Carrier C,93.07,Supplier 1,Delhi,777,15,41.51,Pass,0.702,Air,Route B,264.43,Fall,1.13745666277051
skincare,SKU12,77.45,94,50.0,8.261913770071958,Male,4.189654742026425,28,25,10,Carrier B,19.6,Supplier 3,Delhi,638,13,24.53,Pending,2.282,Road,Route C,168.19,Spring,0.9619373176370812
haircare,SKU42,35.55,183,107.0,8.244031847705322,Non-binary,4.189654742026425,18,47,7,Carrier D,43.27,Supplier 1,Mumbai,560,18,24.04,Pass,0.865,Rail,Route B,492.31,Summer,1.3337897344606535
skincare,SKU3,56.16,44,32.0,7.494496953627633,Male,2.9444389791664403,15,17,5,Carrier E,33.02,Supplier 2,Mumbai,207,20,26.12,Pending,4.556,Rail,Route B,195.56,Spring,0.8901708671173302
haircare,SKU65,28.69,134,19.0,6.302820420654982,Male,2.6390573296152584,25,25,5,Carrier C,12.55,Supplier 2,Bangalore,659,5,43.89,Fail,4.193,Air,Route A,190.09,Spring,0.9814566922787384
skincare,SKU25,64.87,89,33.0,7.669359854353652,Male,4.060443010546419,28,24,4,Carrier D,15.78,Supplier 3,Mumbai,988,8,39.09,Pending,3.031,Rail,Route C,292.56,Winter,1.372987985624213
haircare,SKU29,9.18,83,13.0,4.790321069792205,Male,3.258096538021482,20,28,3,Carrier C,43.88,Supplier 2,Delhi,419,10,14.58,Pending,3.859,Air,Route C,386.79,Spring,0.9009327379705684
skincare,SKU55,78.72,103,90.0,8.865848060358733,Unknown,4.543294782270004,11,2,4,Carrier C,62.87,Supplier 2,Bangalore,100,15,45.95,Pending,4.994,Air,Route B,191.09,Winter,1.3207192884030086
haircare,SKU76,40.44,75,43.0,7.461594414140105,Unknown,3.1780538303479458,13,37,5,Carrier A,34.32,Supplier 1,Delhi,431,18,17.33,Pending,4.455,Road,Route C,466.28,Winter,1.2179486641401842
skincare,SKU55,68.02,148,18.0,7.110989957356298,Unknown,4.356708826689592,7,40,5,Carrier A,37.92,Supplier 1,Bangalore,142,11,21.75,Pass,1.47,Road,Route B,307.08,Spring,1.0274295331541885
haircare,SKU76,5.38,48,28.0,5.021509290648134,Non-binary,3.4657359027997265,7,10,7,Carrier D,38.59,Supplier 1,Mumbai,534,10,23.14,Fail,4.197,Rail,Route B,464.76,Fall,1.1752247971745764
haircare,SKU38,5.39,59,24.0,4.870299853969361,Non-binary,2.4849066497880004,16,34,7,Carrier E,14.04,Supplier 3,Mumbai,797,18,46.19,Fail,4.951,Rail,Route A,412.62,Spring,1.0016860727345664
haircare,SKU51,42.6,26,12.0,6.238715173765425,Female,2.9444389791664403,29,12,10,Carrier A,27.35,Supplier 3,Delhi,178,20,37.26,Pending,4.969,Road,Route A,398.96,Summer,1.4984490582465966
skincare,SKU2,41.43,33,28.0,7.057071434162108,Non-binary,3.295836866004329,19,12,6,Carrier E,33.95,Supplier 1,Delhi,700,19,44.5,Fail,2.882,Rail,Route A,114.46,Fall,1.159377191254706
skincare,SKU100,76.41,132,129.0,9.196027428753077,Male,4.394449154672439,28,19,1,Carrier C,47.21,Supplier 1,Delhi,705,20,14.88,Fail,2.54,Air,Route B,252.16,Spring,0.908694889553338
haircare,SKU77,25.24,158,113.0,7.956168411317394,Male,2.5649493574615367,26,47,3,Carrier E,34.4,Supplier 3,Bangalore,940,19,14.36,Fail,4.759,Rail,Route A,101.0,Winter,1.2968293373438808
haircare,SKU79,7.28,166,114.0,6.722533520666484,Unknown,4.68213122712422,23,17,3,Carrier C,41.75,Supplier 2,Bangalore,449,6,49.76,Pending,2.667,Air,Route A,238.91,Winter,1.2614969930274136
skincare,SKU55,97.25,68,39.0,8.241110254807808,Female,4.204692619390966,24,19,4,Carrier E,39.23,Supplier 3,Mumbai,516,17,25.7,Fail,4.957,Rail,Route B,294.8,Fall,0.9869616750349977
haircare,SKU18,31.93,79,36.0,7.047934525578124,Male,4.30406509320417,9,5,1,Carrier C,27.45,Supplier 1,Delhi,490,20,39.66,Fail,2.471,Air,Route C,342.59,Summer,1.388046815080392
haircare,SKU65,40.98,35,19.0,6.658806621485975,Non-binary,3.4339872044851463,15,20,4,Carrier D,20.22,Supplier 3,Mumbai,144,8,25.04,Pass,1.53,Rail,Route A,276.14,Summer,1.586520690682644
haircare,SKU94,14.7,30,7.0,4.6434288981051814,Unknown,3.258096538021482,19,9,5,Carrier D,35.11,Supplier 2,Bangalore,428,16,12.36,Pass,0.248,Rail,Route B,362.53,Spring,0.955864819666614
haircare,SKU22,37.44,94,91.0,8.13389262496953,Female,4.532599493153256,21,15,1,Carrier C,36.23,Supplier 2,Mumbai,980,19,35.54,Pending,2.59,Air,Route C,114.92,Spring,0.9919944087907072
haircare,SKU5,18.33,119,94.0,7.452414052084422,Male,4.718498871295094,21,34,5,Carrier A,39.95,Supplier 1,Mumbai,627,16,13.04,Fail,4.757,Road,Route A,114.99,Winter,1.4790553347791264
haircare,SKU47,9.04,29,16.0,4.9811378233072325,Female,3.1780538303479458,16,12,2,Carrier C,82.8,Supplier 1,Delhi,122,14,20.95,Fail,4.754,Air,Route A,494.47,Winter,1.2452161831483497
skincare,SKU4,35.87,78,14.0,6.220947958968371,Unknown,3.2188758248682006,11,2,6,Carrier E,5.37,Supplier 3,Mumbai,705,19,31.52,Fail,2.438,Rail,Route C,200.33,Summer,1.4266898654124476
haircare,SKU53,6.4,19,6.0,3.673765816303888,Non-binary,2.8903717578961645,22,14,9,Carrier A,5.92,Supplier 3,Mumbai,119,11,13.46,Pending,4.097,Road,Route C,484.07,Fall,1.0295395237223084
haircare,SKU50,42.59,42,39.0,7.4157829922444645,Male,3.2188758248682006,12,30,6,Carrier A,18.79,Supplier 2,Bangalore,399,13,34.36,Fail,4.953,Road,Route B,210.41,Winter,1.340949123281867
skincare,SKU75,51.15,98,72.0,8.211700107085003,Unknown,4.02535169073515,9,36,9,Carrier A,38.93,Supplier 1,Bangalore,145,10,35.08,Fail,3.702,Road,Route B,322.89,Winter,1.3720443852431732
haircare,SKU79,42.01,110,16.0,6.511983042844872,Female,4.68213122712422,27,21,1,Carrier C,61.2,Supplier 2,Bangalore,541,16,29.71,Fail,2.277,Air,Route A,231.75,Winter,1.4541008826915522
skincare,SKU18,57.07,35,21.0,7.089635071545975,Male,2.6390573296152584,20,26,5,Carrier C,88.64,Supplier 3,Bangalore,880,20,25.31,Pass,1.825,Air,Route A,354.34,Winter,1.425059090889258
skincare,SKU14,54.27,75,64.0,8.153142542286595,Unknown,2.3978952727983707,23,43,8,Carrier B,24.96,Supplier 3,Mumbai,112,8,48.6,Fail,4.331,Road,Route B,491.06,Winter,1.285143130631194
haircare,SKU17,26.94,67,66.0,7.483829171954939,Female,4.02535169073515,10,13,7,Carrier B,31.29,Supplier 2,Delhi,102,9,34.16,Pass,0.578,Road,Route A,195.65,Summer,1.5258322051151498
haircare,SKU97,19.75,85,5.0,4.602667055769973,Male,4.143134726391533,9,21,8,Carrier A,18.56,Supplier 2,Mumbai,140,15,41.43,Fail,3.903,Road,Route C,308.28,Winter,1.2812436707403416
skincare,SKU56,94.69,146,126.0,9.217922868034115,Female,4.1588830833596715,17,24,9,Carrier A,10.98,Supplier 2,Bangalore,615,6,43.69,Fail,3.358,Road,Route A,409.0,Fall,1.1348600323928486
skincare,SKU8,37.19,158,130.0,8.483781175070995,Non-binary,4.997212273764115,20,10,4,Carrier E,43.42,Supplier 1,Mumbai,790,19,39.79,Pass,0.115,Rail,Route B,121.73,Winter,1.4610268951683898
haircare,SKU20,29.84,143,86.0,7.8505866708521985,Unknown,4.330733340286331,8,15,7,Carrier D,11.39,Supplier 1,Delhi,115,12,41.01,Fail,4.925,Rail,Route B,344.58,Winter,1.2734029720815236
skincare,SKU1,28.45,167,78.0,7.7053075188968725,Unknown,5.062595033026967,23,29,4,Carrier C,59.69,Supplier 1,Delhi,971,14,37.11,Fail,2.933,Air,Route B,317.05,Fall,1.0278631200040331
haircare,SKU23,10.25,120,17.0,5.166213525914699,Male,4.465908118654584,28,6,5,Carrier D,43.2,Supplier 3,Mumbai,376,6,12.62,Pass,1.521,Rail,Route B,455.94,Winter,1.3848132037938594
skincare,SKU61,88.75,130,122.0,9.217922868034115,Male,3.6375861597263857,27,41,2,Carrier C,13.2,Supplier 3,Mumbai,808,17,41.32,Pass,0.097,Air,Route B,294.56,Summer,1.316173336871704
haircare,SKU24,37.63,66,49.0,7.520164093287549,Non-binary,2.9444389791664403,23,30,3,Carrier C,21.64,Supplier 1,Delhi,475,11,49.36,Pending,2.217,Air,Route C,327.28,Spring,1.0634439559628004
skincare,SKU34,24.66,161,110.0,7.906031445597584,Non-binary,4.189654742026425,28,46,3,Carrier C,71.85,Supplier 2,Mumbai,599,18,16.65,Fail,4.147,Air,Route A,214.62,Spring,1.0315786679348768
skincare,SKU52,38.84,89,69.0,7.893930218318616,Non-binary,3.4011973816621555,17,20,8,Carrier A,42.82,Supplier 3,Bangalore,482,16,29.46,Fail,3.489,Road,Route C,375.78,Spring,0.9382696243225376
haircare,SKU19,37.51,140,122.0,8.42884710591754,Male,4.406719247264253,9,41,3,Carrier C,87.12,Supplier 2,Delhi,490,17,28.93,Fail,3.003,Air,Route C,340.77,Fall,1.045804240232951
skincare,SKU77,60.39,96,72.0,8.377719607461794,Non-binary,3.044522437723423,25,36,3,Carrier C,77.66,Supplier 1,Mumbai,773,19,30.37,Pending,4.59,Air,Route C,307.14,Spring,0.9099368610729188
haircare,SKU30,22.59,21,7.0,5.0697214782220925,Unknown,2.70805020110221,26,7,3,Carrier D,37.92,Supplier 3,Mumbai,732,12,42.57,Fail,4.541,Rail,Route C,201.57,Winter,1.248753009017617
skincare,SKU97,23.24,156,140.0,8.087824659226515,Unknown,5.043425116919247,23,36,9,Carrier A,33.3,Supplier 1,Delhi,993,5,34.17,Pending,3.861,Road,Route C,442.31,Summer,1.5946268694908718
haircare,SKU7,30.43,120,28.0,6.748806439709924,Unknown,4.204692619390966,7,42,10,Carrier B,12.62,Supplier 1,Bangalore,323,7,22.45,Fail,2.891,Road,Route C,380.9,Winter,1.4840104885087118
haircare,SKU47,45.15,200,21.0,6.855566847236551,Unknown,4.969813299576001,21,26,3,Carrier C,65.84,Supplier 3,Bangalore,327,20,32.15,Pending,4.454,Air,Route C,251.33,Summer,1.3640652171343262
skincare,SKU94,58.26,80,52.0,8.01648950094059,Female,4.31748811353631,27,34,3,Carrier D,21.6,Supplier 3,Delhi,728,12,29.72,Pass,0.623,Rail,Route C,123.68,Summer,1.5250251071269234
haircare,SKU15,45.78,37,1.0,3.845455761156033,Non-binary,2.9444389791664403,7,10,5,Carrier C,27.84,Supplier 2,Mumbai,622,5,45.38,Pass,1.943,Air,Route C,179.99,Winter,1.4918459184182162
skincare,SKU98,71.32,16,11.0,6.666345918861035,Male,2.833213344056216,30,3,5,Carrier D,45.91,Supplier 3,Mumbai,825,8,45.91,Pass,0.045,Rail,Route B,435.16,Spring,1.095617709453143
haircare,SKU34,34.72,27,8.0,5.630351196570318,Male,3.1780538303479458,7,3,3,Carrier E,22.78,Supplier 2,Bangalore,296,7,42.9,Pass,0.328,Rail,Route C,431.4,Spring,1.0567923829095252
haircare,SKU42,42.45,28,18.0,6.6400065442378065,Unknown,3.332204510175204,19,1,3,Carrier C,67.05,Supplier 1,Bangalore,752,11,18.56,Fail,3.527,Air,Route A,496.08,Summer,1.387821000771872
haircare,SKU36,38.11,137,85.0,8.083436627643486,Female,3.7376696182833684,12,47,4,Carrier E,24.69,Supplier 2,Delhi,360,19,47.55,Pending,3.165,Rail,Route C,105.85,Summer,1.5747705251619195
skincare,SKU25,90.2,192,58.0,8.562663565460994,Male,4.127134385045092,29,6,4,Carrier C,32.91,Supplier 1,Bangalore,280,19,34.27,Pending,3.261,Air,Route B,258.01,Fall,1.0477923022090954
haircare,SKU0,39.34,89,20.0,6.6692442505368055,Male,3.295836866004329,10,43,4,Carrier E,13.43,Supplier 2,Delhi,989,6,34.46,Pass,0.064,Rail,Route B,187.26,Summer,1.534134172985644
haircare,SKU56,17.91,199,151.0,7.903008750959343,Non-binary,5.197509960440374,24,11,1,Carrier C,66.21,Supplier 2,Delhi,628,11,45.33,Fail,3.727,Air,Route B,213.56,Spring,0.8963153823905203
haircare,SKU91,28.51,63,34.0,6.877646525545152,Female,2.833213344056216,19,25,3,Carrier C,46.98,Supplier 3,Delhi,103,20,34.41,Fail,3.624,Air,Route A,108.56,Fall,1.0435773947024036
skincare,SKU19,22.4,156,34.0,6.636733647423464,Male,2.3978952727983707,17,15,5,Carrier C,96.22,Supplier 1,Delhi,717,16,29.1,Pending,3.623,Air,Route B,102.48,Winter,1.4365212904641111
haircare,SKU44,35.22,47,41.0,7.275878441281199,Unknown,2.8903717578961645,30,21,5,Carrier C,94.82,Supplier 2,Bangalore,992,14,24.28,Fail,4.675,Air,Route B,116.4,Fall,1.0048002310625133
skincare,SKU98,92.37,101,95.0,9.079793093878278,Male,3.6888794541139363,21,20,5,Carrier D,28.16,Supplier 1,Mumbai,678,18,11.95,Pending,3.946,Rail,Route A,190.47,Summer,1.3113655217342122
skincare,SKU23,32.86,36,6.0,5.289074785181104,Male,3.044522437723423,21,27,7,Carrier D,26.41,Supplier 3,Mumbai,536,5,10.01,Fail,3.777,Rail,Route B,109.35,Summer,1.3849465428871772
